X,Y,Z,timestamp
-1.17499626,0.85243511,-1.29666972,7
4.48745871,2.65373039,0.31517076,66
3.34013271,0.09300804,1.16281295,123
1.38717413,-2.93108225,-1.06159127,182
2.73828077,-0.75263119,0.93326688,238
1.16899371,-1.51054287,0.98936868,298
0.1868341,-2.62325048,-0.15009856,355
-0.14301729,-0.83521938,2.74766397,413
-1.15456128,1.71947956,2.89425015,470
2.05914831,3.75480652,-0.82326865,528
3.43066049,-2.3609457000000003,0.91799444,587
0.7406583999999999,1.9249115,-1.7152015,644
0.44911373,-0.3457613,0.91835791,702
0.25745308,-0.41449165,-0.60697126,759
-0.84963524,0.01319885,0.36632842,819
-0.66611487,0.38614368,-0.20603976,875
-0.91367525,0.58685875,-0.60421073,934
-1.11934924,-0.40971661,-1.30181372,993
0.32377443,0.49756241,-0.38571328,1049
-0.09010668,0.09961224,0.06654811,1106
-0.75453144,-0.9052247999999999,0.26965714,1167
-0.94875741,-1.69753551,1.9220438000000002,1224
-0.16611466,-1.35416222,1.4654696000000003,1281
0.40209436,0.00665665,1.19128561,1339
0.47539479,0.96588039,0.98530972,1396
0.11284415,-0.12505531,0.51612741,1455
-0.39939791,0.11322021,0.28605002,1512
-0.42095712,0.03640461,-0.00848979,1570
-0.00220221,0.17241287,0.10007608,1627
0.22162028,-0.09084702,0.20209157,1686
0.03337868,0.02924061,0.14280808,1744
0.00650242,0.09654236,0.17088652,1801
-0.06117813,0.05446339,0.013239500000000001,1858
-0.20291962,-0.00159836,0.06471813,1920
-0.13346669,0.05249405,-0.05076012,1975
-0.08683662,0.0328331,-0.1256513,2033
-0.04257923,-0.00920677,-0.12933376,2090
-0.05050195,0.02183723,-0.08184353,2148
-0.04107375,0.02144527,-0.03818709,2206
-0.06933906,-0.00378513,-0.09233359,2264
-0.16442274,-0.02533436,0.00418967,2322
-0.26862001,0.02619839,-0.0750882,2379
0.10858452,-0.07688141,0.06157395,2436
0.23193046,-0.0013628,0.03020933,2496
0.32622728,0.00421047,0.11311358,2554
0.02271696,-0.011343,0.14828822,2611
-0.26225403,-0.02142906,0.13095099,2670
-0.33994913,0.00442505,0.01929796,2726
-0.18762107,-0.06453896,-0.00956711,2785
-0.10376207,-0.04598618,-0.07180706,2842
0.25375059,0.03791142,0.00510696,2901
0.16711806,0.03311157,-0.05737767,2957
-0.12452436,0.08753586,-0.04287794,3015
-0.22614299999999998,0.05065727,-0.04977447,3074
-0.26808605,-0.00961971,-0.11292499,3131
-0.18081473,-0.02507019,-0.15529251,3190
0.05250665,-0.01796341,-0.06672651,3247
0.01997399,0.00755978,0.03873357,3306
0.04297239,0.04027462,0.02565563,3362
0.08873469,-0.00303459,0.17318243,3419
-0.0844267,-0.10605526,0.050179900000000006,3478
