X,Y,Z,timestamp
0.0350796,0.02823448,-0.05654341,14
0.31441929999999996,0.05951405,-0.06601649999999999,71
0.34212065,0.00137043,-0.04717237,128
-0.09607522,0.02827263,-0.13786471,187
-0.57503301,-0.04312515,-0.18329942,245
-0.32673326,0.0211153,-0.26476261,304
0.24803901,0.00969028,-0.12519380000000002,360
0.64372236,0.04696846,-0.01614451,417
0.83428061,0.14394379,-0.02119535,475
0.38875514,0.03581619,-0.02119333,534
0.04095232,-0.04028893,-0.00996864,592
-0.39415520000000004,-0.10854244,0.11476916,650
-0.51830077,-0.09947014,0.30450189,708
-0.46017054,-0.08006763,0.51268142,766
-0.38434917,0.02458477,0.55920899,823
-0.36967239,-0.06106377,0.5905292,881
-0.33031076,-0.03063393,0.36233526,939
-0.14903209,-0.1164484,0.06992704,997
0.12275787,0.03211498,-0.29881063,1055
0.29334849,0.14702702,-0.57060063,1118
0.45044285,0.03408051,-0.49801385,1171
0.54447037,0.10365105,-0.50156766,1227
0.60981208,0.15135193,-0.46168869999999995,1286
0.31376517,-0.08897781,-0.24306637,1343
0.10680982,-0.03927422,-0.03752857,1402
-0.16167834,0.0038414,0.29755855,1461
-0.36354086,-0.11737537,0.47991371,1518
-0.44125292,0.05006409,0.5358776999999999,1575
-0.25803486,-0.03013515,0.42329419,1633
-0.53732145,-0.00931549,0.24954009,1693
-0.35985905,-0.01706314,0.24100173,1752
-0.22715294,0.00797558,0.30392575,1807
-0.29286522,0.0029335,0.26271284,1866
-0.18075886,-0.08225727,0.33836651,1922
-0.35817179,-0.04199219,-0.02668595,1981
0.34982759,-0.02397728,-0.26711953,2039
0.60118616,0.34695053,-0.65502685,2097
0.93409032,0.44229889,-1.37151885,2154
1.62553,0.63551235,-0.9361223,2213
2.13896585,1.14135456,-1.2276386000000001,2271
1.2573632,-0.13164043,-0.86480606,2329
0.50598359,-0.59081459,-0.23047113,2385
-1.13926721,-1.18107605,0.30874062,2442
-0.90159678,-1.10469246,0.52175021,2500
0.67750049,-0.56550503,1.41671562,2560
0.9663886999999999,-0.512887,1.29461765,2616
1.04204404,-0.56305313,1.53808105,2675
0.44168061,2.21797848,1.7782414,2732
0.50589937,-1.13250637,-0.66846758,2790
0.8938787,0.22172832,-0.26912314,2849
-0.92171526,-0.31252575,-1.6390846999999997,2906
-1.31206489,0.62511921,-1.91245651,2964
-0.30419731,-0.09014606,-0.57707781,3023
0.04862487,-0.00843525,-0.0407235,3079
-0.16569304,0.32537459999999996,0.09054515,3139
-0.40850985,-0.08037663,-0.06452611,3196
-0.58205271,0.16335869,-0.27996007,3254
-0.63180983,0.04119301,-0.13728823,3312
-1.30319691,-0.03312302,-0.64040864,3370
-1.13264251,0.16099644,-1.04315364,3426
-0.08576405,0.28769207,-0.42285594,3485
-0.55062848,-0.22279263,-0.57062459,3543
-0.04698831,0.23075485,0.05356058,3601
-0.12106727,-0.20254135,0.42792568,3659
0.12147824,0.19639111,0.43790087,3716
0.16332752,-0.29356956,0.49871299,3774
0.35945824,-0.34907913,0.53645635,3832
0.39128643,-0.41362,0.35319853,3890
0.53991812,-0.18977451,0.57619369,3947
0.48158395,-0.12024307,0.13949281,4005
0.57824308,-0.22083569,0.01162361,4063
0.93090123,0.23611355,-0.42951173,4122
0.78534204,0.75405502,-0.82613313,4183
0.50892442,-0.35626984,-1.30750155,4237
-0.61623794,0.90454388,0.15724069,4296
-1.75147033,0.047004699999999996,-0.09903213,4353
-0.88242638,-0.18527889,-0.3908062,4411
0.15253258,-0.03578854,0.61408925,4469
-1.41614151,0.15941143,-0.24693002,4526
-1.3102721000000002,0.16829872,-0.83745182,4585
-1.04528999,0.05650139,-1.3618753000000001,4643
-0.94853544,0.20416355,-2.11958981,4700
-0.23690331,0.20160961,-2.13218689,4758
0.88598871,0.13506794,-1.32383609,4816
1.55879366,0.23263168,-0.25490141,4874
1.72690725,0.34059334,0.23513937,4931
0.9375760000000001,-0.31124401,1.59868526,4989
0.5384536999999999,-0.17061996,2.16765213,5048
-0.98837537,-1.85078812,0.49043334,5105
0.76313198,-1.28659344,1.01386213,5162
0.8258489999999999,0.67573452,1.14793682,5220
0.49414533,0.29232788,0.19448495,5278
0.35959938,0.07867813,0.76607704,5336
0.34627438,-0.07895565,0.28363502,5394
0.52664489,0.13008595,0.13049126,5452
0.57116622,0.22299671,-0.05250347,5509
0.16245259,0.0192709,0.1443966,5568
0.1018831,-0.07293606,0.20748419,5626
0.04397726,0.03359509,-0.04079974,5683
