X,Y,Z,timestamp
0.15431818,0.02683067,-0.01050389,49
0.06554914,-0.00423717,-0.00787389,105
-0.01956461,0.00514126,-0.05408019,162
-0.1373978,-0.02243137,-0.03192711,221
-0.15030733,0.020895,-0.09790146,280
0.00472781,-0.00528622,-0.09744865,337
0.09855005,0.02944756,-0.10963607,395
0.14374992,0.01783276,-0.02186555,453
0.12028024,0.02497959,0.01277059,511
0.03606772,-0.00626659,0.02594179,569
-0.014437299999999998,-0.01911926,0.01963675,626
-0.06832519,-0.00114727,-0.01043791,684
-0.03605913,-0.00939465,-0.01868498,742
-0.07605433,-0.01431656,-0.00465035,800
0.02909441,0.00704861,0.016418099999999998,858
0.01505326,-0.03404713,0.02676421,916
0.03595023,0.00539398,0.02563721,974
0.04247743,0.01468563,0.03239858,1032
0.014636000000000001,-0.00147533,0.01227319,1102
-0.03017083,-0.01499176,0.03014386,1148
-0.09418958,-0.02040195,0.0166555,1204
-0.06555995,0.01454735,0.00502765,1262
0.06123476,0.01785755,0.00829756,1320
0.13342945,0.00852299,0.00918645,1378
0.02036576,0.00205517,0.01067024,1436
-0.06254032,0.00410843,0.00642127,1493
-0.18231697,0.01796818,-0.03221691,1551
-0.12149990000000001,0.0176239,-0.07978755,1612
0.09328963,-0.01323223,-0.05330509,1668
0.14902361,-0.00246334,-0.02863991,1726
0.05382025,0.00365067,0.00256562,1784
-0.07080527,0.01327038,-0.01722616,1841
-0.02531108,-0.00773144,-0.00556493,1900
0.03116293,-0.00072193,-0.02850145,1957
0.01923949,0.00064945,0.00146633,2016
-0.02268723,-0.00989723,-0.00234032,2072
-0.0159697,0.02178192,0.00477189,2132
-0.02527606,-0.01659679,0.00033724,2190
-0.01144507,0.01751232,-0.01634383,2246
-0.00145769,-0.00333118,-0.08515668,2305
0.17374708,0.00676632,0.01543725,2362
0.07031666,-0.02025604,-0.02068156,2421
-0.07747899,-0.00306988,0.04058039,2477
-0.17943367,0.01295567,0.01345927,2537
-0.04284208,0.01234055,0.01427299,2593
0.08225032,-0.02177715,-0.03885055,2652
0.15224978,0.01765919,-0.01534611,2709
0.05592798,0.01275349,0.00613105,2767
-0.03854518,-0.02464294,-0.00199771,2825
-0.0498675,-0.0242281,-0.00667357,2884
-0.01471347,0.01154423,0.00532115,2940
-0.03978051,0.009226799999999999,0.03056312,2998
-0.00171479,-0.00295067,0.01534975,3057
-0.02264907,-0.01494026,0.01877177,3115
-0.07166843,0.00489521,0.01443875,3172
-0.18493110000000001,0.00639248,-0.01323128,3230
0.08945688,-0.00651932,-0.007167100000000001,3292
0.07045717,-0.01068878,-0.00692046,3346
0.10177504,-0.00982285,0.03581154,3403
0.00975947,0.02189255,0.06018329,4430
-0.07780963,-0.00883102,0.02095807,4431
0.00398816,0.01205254,-0.01322532,4432
0.09146489,-0.00544167,-0.05803549,4433
0.16224134,0.00947952,-0.03823006,4434
-0.03583922,0.005529399999999999,-0.00168717,4435
-0.04107304,0.01621437,-0.03794384,4436
-0.01511591,0.00402164,0.00632775,4437
-0.04343662,-0.00530434,-0.00194943,4438
-0.06981786,-0.01950455,0.05422699,4439
0.02002297,-0.01890469,0.03496671,4440
0.00155075,-0.0229454,0.06642151,4441
-0.00523506,0.00963116,0.07099521,4445
0.02936776,0.0079689,0.00719452,4502
-0.03054169,-0.00380898,-0.00649905,4559
-0.06623696,0.01150417,-0.04255515,4620
-0.02899033,0.0040369,-0.07152599,4676
0.05396539,-0.00155449,-0.05563253,4734
0.05352983,0.02623653,-0.04871321,4792
0.00737008,0.01800823,-0.05051112,4851
0.04497093,0.02240086,-0.08484209,5858
0.09999236,-0.01843548,-0.06224388,5860
-0.00804684,-0.01280594,0.0633294,5861
-0.01649654,0.02309132,0.04736733,5862
0.04894266,0.00932693,0.00826567,5863
0.07619473,-0.00283337,-0.00958973,5864
0.00194222,-0.00106907,0.03818893,5865
0.03147224,0.01459408,0.00741565,5866
-0.02278778,-0.02651882,0.01937199,5867
0.01009631,-0.00770473,0.04095101,5868
0.15689608,0.00446415,0.08398879,5891
0.15580609,-0.01290703,0.03814197,5948
0.13845703,0.0180912,-0.02728057,6006
0.05106297,0.01398087,-0.08013356,6065
-0.01266454,-0.02311134,-0.09124738,6123
0.04710719,0.01716614,-0.02481484,6181
-0.03088144,-0.00820541,-0.07132995,6238
-0.12322666,-0.01009083,-0.05670762,6296
-0.05066429,-0.02613449,-0.04437041,6354
0.00113268,-0.03100586,-0.00476968,6412
-0.10435991,0.01020813,0.04581594,6471
-0.20007136,-0.01392365,0.03590465,6528
-0.15919593,0.01476669,0.0112412,6584
-0.12853087,-0.02245712,0.00261164,6643
-0.12919503,-0.00794792,-0.00545728,6701
